objectid,cl,logradouro,codbairro,bairro,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação
1286650,038232,RUA ZOROASTRO PAMPLONA,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,56.2,3044.5,294452.745,402812.605,COMPRA E VENDA,2011
1286651,106187,RUA FRANS POST,120,Freguesia (Jacarepaguá)   ,3,TERRITORIAL,100,1720,386950.06,386950.06,COMPRA E VENDA,2011
1286652,021345,ETR MERINGUAVA,122,Taquara                   ,3,TERRITORIAL,100,407.333333,95175.68,95175.68,COMPRA E VENDA,2011
1286653,021493,ETR DO ENGENHO VELHO,122,Taquara                   ,3,TERRITORIAL,36.02,3009.666666,53166.933333,441501.123333,COMPRA E VENDA,2011
1286654,049072,AVN DOS MANANCIAIS,122,Taquara                   ,4,TERRITORIAL,50.42,2273.5,135916.8275,2362302.8875,COMPRA E VENDA,2011
1286655,049098,RUA MAPENDI,122,Taquara                   ,66,TERRITORIAL,98.490606,8623.060606,4191.017121,19521.494393,COMPRA E VENDA,2011
1286656,106070,RUA DOS BIOLOGOS,122,Taquara                   ,2,TERRITORIAL,100,354,112653.845,112653.845,COMPRA E VENDA,2011
1286657,163030,RUA OSWALDO LUSSAC,122,Taquara                   ,25,TERRITORIAL,100,5309.08,81232.7392,81232.7392,COMPRA E VENDA,2011
1286658,221028,PRC PAA 10942/PAL 43477,122,Taquara                   ,4,TERRITORIAL,34.265,2192,42662.7375,169848.01,COMPRA E VENDA,2011
1286659,174987,RUA ALBERTO DELPINO,100,Jardim Carioca            ,6,TERRITORIAL,21.666666,539,26300.735,143698.985,COMPRA E VENDA,2011
1286660,118554,RUA LYSES MELGACO,108,Parque Anchieta           ,2,TERRITORIAL,100,225.5,13477.795,13477.795,COMPRA E VENDA,2011
1286661,010264,RUA MOGIQUI,113,Costa Barros              ,2,TERRITORIAL,100,479,13074.13,13074.13,COMPRA E VENDA,2011
1286662,049049,ETR DA LIGACAO,115,Jacarepaguá               ,6,TERRITORIAL,57.706666,1793.166666,138083.915,526661.996666,COMPRA E VENDA,2011
1286663,049296,ETR SANTA EFIGENIA,115,Jacarepaguá               ,2,TERRITORIAL,0.215,31721,38448.005,17889158.115,COMPRA E VENDA,2011
1286664,059162,RUA DOUTOR ODIM GOES,115,Jacarepaguá               ,5,TERRITORIAL,23.602,3967.2,191289.946,838479.474,COMPRA E VENDA,2011
1286665,120204,RUA QUEIROZ JUNIOR,115,Jacarepaguá               ,3,TERRITORIAL,1.283333,3000,9283.77,724535.92,COMPRA E VENDA,2011
1286666,120212,RUA AROAZES,115,Jacarepaguá               ,260,TERRITORIAL,7.525384,3366.261538,66609.669692,4571904.718423,COMPRA E VENDA,2011
1286667,137505,RUA BERTRAND RUSSEL,115,Jacarepaguá               ,2,TERRITORIAL,100,390,117194.51,117194.51,COMPRA E VENDA,2011
1286668,149831,AVN ALMTE SYLVIO FIGUEIREDO,115,Jacarepaguá               ,3,TERRITORIAL,100,600,409557.87,409557.87,COMPRA E VENDA,2011
1286669,157008,RUA JOSE CARLOS PACE,115,Jacarepaguá               ,2,TERRITORIAL,100,2060.5,558897.66,558897.66,COMPRA E VENDA,2011
1286670,160051,RUA EDUARDO AGOSTINI,115,Jacarepaguá               ,2,TERRITORIAL,100,690,448159.635,448159.635,COMPRA E VENDA,2011
1286671,201897,RUA FRANZ WEISSMAN,115,Jacarepaguá               ,2,TERRITORIAL,80,7479,1199508.8,1499386,COMPRA E VENDA,2011
1286672,114991,RUA FLOREAL,119,Curicica                  ,2,TERRITORIAL,100,442.5,133610.68,133610.68,COMPRA E VENDA,2011
1286673,011635,RUA ANTONIO CORDEIRO,120,Freguesia (Jacarepaguá)   ,5,TERRITORIAL,1.5,1768,493143.826,32870214.786,COMPRA E VENDA,2011
1286674,011940,RUA ARAGUAIA,120,Freguesia (Jacarepaguá)   ,44,TERRITORIAL,1.4475,1680,18536.303125,1388021.283333,COMPRA E VENDA,2011
1286675,038489,RUA GEMINIANO GOIS,120,Freguesia (Jacarepaguá)   ,23,TERRITORIAL,95.779565,3096.173913,6514.103043,30527.253478,COMPRA E VENDA,2011
1286676,040931,ETR DOS TRES RIOS,120,Freguesia (Jacarepaguá)   ,5,TERRITORIAL,100,609.2,286457.654,286457.654,COMPRA E VENDA,2011
1286677,143313,RUA SERICITA,120,Freguesia (Jacarepaguá)   ,24,TERRITORIAL,100,242.958333,151386.57125,151386.57125,COMPRA E VENDA,2011
1286678,145565,RUA PAULO EMILIO GOMES,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100,314,135858.06,135858.06,COMPRA E VENDA,2011
1286679,053413,RUA ORFANATO,121,Pechincha                 ,4,TERRITORIAL,100,685.75,139595.795,139595.795,COMPRA E VENDA,2011
1286680,157644,RUA ALDO REBELLO,121,Pechincha                 ,3,TERRITORIAL,100,558,115232.666666,115232.666666,COMPRA E VENDA,2011
1286681,036954,ETR DO RIO GRANDE,122,Taquara                   ,14,TERRITORIAL,18.595,1620.6,125401.264285,219467274.021428,COMPRA E VENDA,2011
1286682,048801,ETR MAPUA,122,Taquara                   ,6,TERRITORIAL,20,615.166666,47883.673333,239418.366666,COMPRA E VENDA,2011
1286683,049130,ETR DO OUTEIRO SANTO,122,Taquara                   ,4,TERRITORIAL,50.53,5670,25808.6175,445202.4225,COMPRA E VENDA,2011
1286684,165589,RUA ADALGISA NERY,122,Taquara                   ,3,TERRITORIAL,100,669.333333,198991.113333,198991.113333,COMPRA E VENDA,2011
1286685,013581,RUA BARAO,124,Praça Seca                ,2,TERRITORIAL,100,1437,192938.71,192938.71,COMPRA E VENDA,2011
1286686,050401,RUA TEJO,125,Vila Valqueire            ,7,TERRITORIAL,12.355714,5263,27341.558571,249006.214285,COMPRA E VENDA,2011
1286687,124750,RUA MATA GRANDE,125,Vila Valqueire            ,3,TERRITORIAL,5,654,12993.53,259870.6,COMPRA E VENDA,2011
1286688,164137,RUA MOACIR DOS SANTOS LIMA,125,Vila Valqueire            ,3,TERRITORIAL,100,280.666666,92977.686666,92977.686666,COMPRA E VENDA,2011
1286689,100180,RUA PROF PANTOJA LEITE,126,Joá                       ,2,TERRITORIAL,100,1191,560000,560000,COMPRA E VENDA,2011
1286690,159277,RUA JARDIM DO SERIDO,127,Itanhangá                 ,2,TERRITORIAL,100,78564.5,797586.495,797586.495,COMPRA E VENDA,2011
1286691,114082,RUA CAROLINA MICAELIS,108,Parque Anchieta           ,2,TERRITORIAL,100,250,32044.545,32044.545,COMPRA E VENDA,2011
1286692,147751,RUA HAITIL PRADO,109,Ricardo de Albuquerque    ,2,TERRITORIAL,66.665,223,6776.61,9163.1,COMPRA E VENDA,2011
1286693,043273,RUA CAP GOUVEIA,114,Pavuna                    ,6,TERRITORIAL,100,5821.666666,323113.236666,323113.236666,COMPRA E VENDA,2011
1286694,095257,RUA HERCULANO PINHEIRO,114,Pavuna                    ,2,TERRITORIAL,100,124.5,18476.04,18476.04,COMPRA E VENDA,2011
1286695,024331,ETR DOS BANDEIRANTES,115,Jacarepaguá               ,8,TERRITORIAL,67.635,8146.5,968643.30625,1342943.41,COMPRA E VENDA,2011
1286696,035238,ETR CEL PEDRO CORREIA,115,Jacarepaguá               ,3,TERRITORIAL,33.73,2310,151160.683333,8327521.426666,COMPRA E VENDA,2011
1286697,049130,ETR DO OUTEIRO SANTO,115,Jacarepaguá               ,4,TERRITORIAL,76.04,5218.25,310338.4425,385442.295,COMPRA E VENDA,2011
1286698,059154,RUA PROF GOMES DE SOUZA,115,Jacarepaguá               ,2,TERRITORIAL,3.16,4000,38349.695,1214426.98,COMPRA E VENDA,2011
1286699,120253,RUA CHALE,115,Jacarepaguá               ,5,TERRITORIAL,16.432,1255.4,73421.992,471010.086,COMPRA E VENDA,2011
1286700,134114,AVN AYRTON SENNA,115,Jacarepaguá               ,2,TERRITORIAL,100,49578,2615642.685,2615642.685,COMPRA E VENDA,2011
1286701,137422,RUA ALDRIN,115,Jacarepaguá               ,2,TERRITORIAL,100,408.5,88327.205,88327.205,COMPRA E VENDA,2011
1286702,138982,AVN SALVADOR ALLENDE,115,Jacarepaguá               ,162,TERRITORIAL,0.197592,31721,37321.69037,20204405.869127,COMPRA E VENDA,2011
1286703,154252,VIA 8 PAL 33393,115,Jacarepaguá               ,2,TERRITORIAL,100,5077,928870.09,928870.09,COMPRA E VENDA,2011
1286704,201905,RUA SERGIO CAMARGO,115,Jacarepaguá               ,2,TERRITORIAL,90,6702.5,1205674.71,1301263.37,COMPRA E VENDA,2011
1286705,220582,RUA NELSON DANTAS (ATOR),115,Jacarepaguá               ,2,TERRITORIAL,100,266,181040.935,181040.935,COMPRA E VENDA,2011
1286706,100594,AVN ISABEL DOMINGUES,117,Gardênia Azul             ,13,TERRITORIAL,84.823076,4846.076923,183833.452307,298308.587692,COMPRA E VENDA,2011
1286707,115055,RUA GOIANINHA,119,Curicica                  ,2,TERRITORIAL,56.3,557,95015.03,161546.58,COMPRA E VENDA,2011
1286708,018317,RUA POTIGUARA,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100,449,155877.37,155877.37,COMPRA E VENDA,2011
1286709,021089,RUA EDGARD WERNECK,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,100,174,131202.38,131202.38,COMPRA E VENDA,2011
1286710,051540,ETR CARIBU,120,Freguesia (Jacarepaguá)   ,3,TERRITORIAL,100,382,198558.06,198558.06,COMPRA E VENDA,2011
1286711,216028,RUA IBERE DE ABREU,120,Freguesia (Jacarepaguá)   ,2,TERRITORIAL,55,362.5,231507.74,478093.79,COMPRA E VENDA,2011
1286712,015750,ETR DO CAMPO D'AREIA,121,Pechincha                 ,29,TERRITORIAL,62.068965,410.482758,57678.528965,88124.900689,COMPRA E VENDA,2011
1286713,023044,AVN GEREMARIO DANTAS,121,Pechincha                 ,31,TERRITORIAL,98.652258,2522.645161,50039.765483,55088.72129,COMPRA E VENDA,2011
1286714,031567,RUA MONSEN MARQUES,121,Pechincha                 ,3,TERRITORIAL,24.583333,552,28470.636666,115812.763333,COMPRA E VENDA,2011
1286715,109074,RUA ALBERTO PASQUALINI,121,Pechincha                 ,2,TERRITORIAL,100,504,91458.78,91458.78,COMPRA E VENDA,2011
1286716,204206,RUA JOAO ALBERTO DOS SANTOS,121,Pechincha                 ,2,TERRITORIAL,100,885,103456.53,103456.53,COMPRA E VENDA,2011
1286717,213355,RUA DILSON FUNARO,121,Pechincha                 ,2,TERRITORIAL,100,653,105652.12,105652.12,COMPRA E VENDA,2011
1286718,015354,ETR CAFUNDA,122,Taquara                   ,28,TERRITORIAL,10.407857,24913.571428,13520.088571,787843.371428,COMPRA E VENDA,2011
1286719,037127,ETR RODRIGUES CALDAS,122,Taquara                   ,10,TERRITORIAL,30.044,6326.6,53903.395,689518.869,COMPRA E VENDA,2011
1286720,049197,RUA JACIRU,122,Taquara                   ,3,TERRITORIAL,100,1028,188833.373333,188833.373333,COMPRA E VENDA,2011
1286721,049304,ETR CURUMAU,122,Taquara                   ,4,TERRITORIAL,54.7175,6682,523079.975,746279.215,COMPRA E VENDA,2011
1286722,225383,RUA AFONSO SOARES,122,Taquara                   ,2,TERRITORIAL,100,347.5,117662.84,117662.84,COMPRA E VENDA,2011
1286723,015933,RUA CANDIDO BENICIO,124,Praça Seca                ,2,TERRITORIAL,100,1438.5,154769.535,154769.535,COMPRA E VENDA,2011
1286724,022756,RUA FLORIANOPOLIS,124,Praça Seca                ,3,TERRITORIAL,0.556666,7300,4509.81,810217.91,COMPRA E VENDA,2011
1286725,030106,RUA MARANGA,124,Praça Seca                ,2,TERRITORIAL,51.515,722,9601.74,106553.18,COMPRA E VENDA,2011
1286726,042317,RUA LUIS BELTRAO,125,Vila Valqueire            ,2,TERRITORIAL,66.665,2843.5,101070.72,252488.15,COMPRA E VENDA,2011
1286727,060251,ETR ITAJURU,127,Itanhangá                 ,2,TERRITORIAL,75,1838.5,378147.83,578147.835,COMPRA E VENDA,2011
1286728,208009,RUA PAULO GEYER,127,Itanhangá                 ,4,TERRITORIAL,100,922,641250,641250,COMPRA E VENDA,2011
1286729,208017,RUA FRANCO MONTORO,127,Itanhangá                 ,2,TERRITORIAL,100,6150.5,649999.995,649999.995,COMPRA E VENDA,2011
1286730,208025,RUA EDUARDO TAPAJOS,127,Itanhangá                 ,6,TERRITORIAL,100,1591.833333,528035.335,528035.335,COMPRA E VENDA,2011
1286731,066571,ETR BARRA DA TIJUCA,128,Barra da Tijuca           ,4,TERRITORIAL,100,750,2449999.99,2449999.99,COMPRA E VENDA,2011
1286732,134122,VIA 4 PAA 5596,128,Barra da Tijuca           ,2,TERRITORIAL,100,110000,27000000,27000000,COMPRA E VENDA,2011
1286733,146225,RUA BENJAMIM MAGALHAES,128,Barra da Tijuca           ,2,TERRITORIAL,100,804.5,1735284.17,1735284.17,COMPRA E VENDA,2011
1286734,149617,RUA PINTOR OSWALDO TEIXEIRA,128,Barra da Tijuca           ,8,TERRITORIAL,0.10375,1604,3217.98625,3104220.11375,COMPRA E VENDA,2011
1286735,213843,RUA DINA SFAT,128,Barra da Tijuca           ,8,TERRITORIAL,100,908.555555,1280274.112222,1280274.112222,COMPRA E VENDA,2011
1286736,223511,RUA PAULO SANTOS,128,Barra da Tijuca           ,6,TERRITORIAL,100,830,1256501.658333,1256501.658333,COMPRA E VENDA,2011
1286737,223628,RUA BAYARD BOITEAUX,128,Barra da Tijuca           ,2,TERRITORIAL,100,903,1393707.705,1393707.705,COMPRA E VENDA,2011
1286738,223644,RUA HELIO SCHLITTLER SILVA,128,Barra da Tijuca           ,2,TERRITORIAL,100,600,852000,852000,COMPRA E VENDA,2011
1286739,223677,RUA JAYME LANDMAN,128,Barra da Tijuca           ,2,TERRITORIAL,100,600,899996.665,899996.665,COMPRA E VENDA,2011
1286740,225557,RUA JAMIL HADDAD,128,Barra da Tijuca           ,3,TERRITORIAL,100,625.5,919800.0025,919800.0025,COMPRA E VENDA,2011
1286741,024331,ETR DOS BANDEIRANTES,130,Vargem Pequena            ,17,TERRITORIAL,53.844705,9134.352941,128607.291764,1187876.622352,COMPRA E VENDA,2011
1286742,090068,RUA PAULO JOSE MAHFUD,130,Vargem Pequena            ,2,TERRITORIAL,0.885,13055,25400.2,2770781.61,COMPRA E VENDA,2011
1286743,109009,RUA SERVIDAO DE PASSAGEM B,130,Vargem Pequena            ,11,TERRITORIAL,100,360,15174.52,15174.52,COMPRA E VENDA,2011
1286744,158444,RUA DUMONTINA,130,Vargem Pequena            ,3,TERRITORIAL,100,11625,70745.843333,70745.843333,COMPRA E VENDA,2011
1286745,197475,RUA FROTA AGUIAR FILHO,130,Vargem Pequena            ,3,TERRITORIAL,100,1000,27681.826666,27681.826666,COMPRA E VENDA,2011
1286746,009571,RUA ZENITILDES ALVES MEIRA,131,Vargem Grande             ,3,TERRITORIAL,3.906666,10020,27164.126666,744101.723333,COMPRA E VENDA,2011
1286747,009605,VIA SERV 5 PAL 20489,131,Vargem Grande             ,16,TERRITORIAL,4.41,9973.125,41966.314375,11327221.605,COMPRA E VENDA,2011
1286748,053538,PRC VARGEM GRANDE,131,Vargem Grande             ,4,TERRITORIAL,1.6425,19075.5,89945.6525,5995858.8075,COMPRA E VENDA,2011
1286749,095497,ETR VEREAD ALCEU DE CARVALHO,131,Vargem Grande             ,10,TERRITORIAL,3.164,7753.2,30558.539,9148157.167,COMPRA E VENDA,2011
1286750,101329,VIA SERV A PAL 19170,131,Vargem Grande             ,2,TERRITORIAL,100,12118.5,204316.53,204316.53,COMPRA E VENDA,2011
1286751,091330,AVN LUCIO COSTA,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100,480,2299999.995,2299999.995,COMPRA E VENDA,2011
1286752,095497,ETR VEREAD ALCEU DE CARVALHO,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,75,37604,7155957.2275,7304776.6375,COMPRA E VENDA,2011
1286753,095588,AVN D PLT 51 55 12915,132,Recreio dos Bandeirantes  ,23,TERRITORIAL,56.663478,3171.913043,1062399.117826,1484363.68,COMPRA E VENDA,2011
1286754,208074,RUA ARMANDO SARMENTO,127,Itanhangá                 ,5,TERRITORIAL,100,1070.8,552000.002,552000.002,COMPRA E VENDA,2011
1286755,220095,RUA MARCELO GARCIA,127,Itanhangá                 ,2,TERRITORIAL,100,762,522499.995,522499.995,COMPRA E VENDA,2011
1286756,009456,AVN AFONSO TAUNAY,128,Barra da Tijuca           ,9,TERRITORIAL,15.733333,542,268055.555555,2594650.224444,COMPRA E VENDA,2011
1286757,100388,RUA GAL SIDONIO DIAS CORREA,128,Barra da Tijuca           ,6,TERRITORIAL,8.33,678.5,383000.003333,4597839.176666,COMPRA E VENDA,2011
1286758,100453,RUA JOHN KENNEDY,128,Barra da Tijuca           ,2,TERRITORIAL,16.67,558,350000.01,2099580.14,COMPRA E VENDA,2011
1286759,120469,AVN PREF DULCIDIO CARDOSO,128,Barra da Tijuca           ,4,TERRITORIAL,100,1283.5,1346342.7575,1346342.7575,COMPRA E VENDA,2011
1286760,149575,RUA IPANEMA,128,Barra da Tijuca           ,2,TERRITORIAL,0.105,360,1000.01,954555,COMPRA E VENDA,2011
1286761,214452,RUA DEBORAH OEI PRINCE(BAILARINA),128,Barra da Tijuca           ,3,TERRITORIAL,100,600,1544735.96,1544735.96,COMPRA E VENDA,2011
1286762,223537,RUA BERNARDO GOLDWASSER,128,Barra da Tijuca           ,6,TERRITORIAL,100,606,927978.931666,927978.931666,COMPRA E VENDA,2011
1286763,225524,RUA AUGUSTO BOAL,128,Barra da Tijuca           ,3,TERRITORIAL,100,645,953279.993333,953279.993333,COMPRA E VENDA,2011
1286764,094326,RUA PROF SANTOS MOREIRA,130,Vargem Pequena            ,7,TERRITORIAL,3.047142,4938,13290.338571,38139315.981428,COMPRA E VENDA,2011
1286765,108993,RUA SILVIO ELIA,130,Vargem Pequena            ,12,TERRITORIAL,10.193333,10622.916666,46562.461666,2138988.1,COMPRA E VENDA,2011
1286766,137562,RUA PAULO ROBERTO MATHEUS,130,Vargem Pequena            ,4,TERRITORIAL,2.0525,11024,134999.995,148181788.205,COMPRA E VENDA,2011
1286767,217182,RUA A PAA 11786/PAL 45722,130,Vargem Pequena            ,3,TERRITORIAL,100,375,134474.35,134474.35,COMPRA E VENDA,2011
1286768,219923,RUA THAYS PESSOTO,130,Vargem Pequena            ,14,TERRITORIAL,85.714285,365.285714,142190.657857,157894.207142,COMPRA E VENDA,2011
1286769,219931,RUA MARCIO MOREIRA ALVES,130,Vargem Pequena            ,8,TERRITORIAL,68.75,353.375,10688.2725,15678.16,COMPRA E VENDA,2011
1286770,009639,VIA SERV 8 PAL 20489,131,Vargem Grande             ,6,TERRITORIAL,3.525,12494.666666,38308.56,893676.736666,COMPRA E VENDA,2011
1286771,024331,ETR DOS BANDEIRANTES,131,Vargem Grande             ,11,TERRITORIAL,45.228181,22464.90909,287646.928181,617982.710909,COMPRA E VENDA,2011
1286772,097337,ETR CAP PEDRO AFONSO,131,Vargem Grande             ,4,TERRITORIAL,58.8225,2549.75,53489.3025,92990.22,COMPRA E VENDA,2011
1286773,101295,SRV PAS 2 PAL 19170,131,Vargem Grande             ,17,TERRITORIAL,20.122941,10252.17647,143624.702941,3409377.70647,COMPRA E VENDA,2011
1286774,035089,ETR DO PONTAL,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,100,600,850000.01,850000.01,COMPRA E VENDA,2011
1286775,044651,AVN EW PLT 52 22 143,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,100,605.333333,350000.01,350000.01,COMPRA E VENDA,2011
1286776,045823,RUA SENAD RUY CARNEIRO,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,25,240,50000,200000,COMPRA E VENDA,2011
1286777,103473,AVN GENARO DE CARVALHO,132,Recreio dos Bandeirantes  ,15,TERRITORIAL,59.495625,1101.625,621150.93625,4023342.08125,COMPRA E VENDA,2011
1286778,103564,RUA JORGE EMILIO FONTENELLE,132,Recreio dos Bandeirantes  ,10,TERRITORIAL,30.417,573.8,414412.884,1847560.004,COMPRA E VENDA,2011
1286779,103572,RUA MAURICIO DA COSTA FARIA,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,79.625,599.5,597187.495,749999.995,COMPRA E VENDA,2011
1286780,104190,RUA ALMTE ARY RONGEL,132,Recreio dos Bandeirantes  ,12,TERRITORIAL,17.25,637.25,150113.369166,903321.844166,COMPRA E VENDA,2011
1286781,104315,RUA ISMAEL SILVA,132,Recreio dos Bandeirantes  ,3,TERRITORIAL,100,672,766666.656666,766666.656666,COMPRA E VENDA,2011
1286782,104620,RUA CECILIA MEIRELES,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,96.285,900,914707.5,950000,COMPRA E VENDA,2011
1286783,138511,VIA SERV PAL 20758,132,Recreio dos Bandeirantes  ,2,TERRITORIAL,1.8,10000,65000.01,3611111.67,COMPRA E VENDA,2011
1286784,218438,RUA ATILA NUNES (DEPUTADO),132,Recreio dos Bandeirantes  ,2,TERRITORIAL,50,524,300000.01,600000.02,COMPRA E VENDA,2011
1286785,100339,AVN ALDA GARRIDO,128,Barra da Tijuca           ,10,TERRITORIAL,14.7,595,263750,2751851.869,COMPRA E VENDA,2011
1286786,100396,RUA HELIOS SEELINGER,128,Barra da Tijuca           ,3,TERRITORIAL,100,548.333333,2152601.59,2152601.59,COMPRA E VENDA,2011
1286787,149559,RUA ALMTE HERACLITO GRACA ARANHA,128,Barra da Tijuca           ,4,TERRITORIAL,0.105,1632,3314.2025,3154695.6825,COMPRA E VENDA,2011
1286788,161984,RUA JERSON POMPEU PINHEIRO,128,Barra da Tijuca           ,8,TERRITORIAL,89.375,858.375,1432358.365,1590152.3575,COMPRA E VENDA,2011
1286789,213819,AVN ALBERT SABIN (CIENTISTA),128,Barra da Tijuca           ,9,TERRITORIAL,100,673.444444,1159195.814444,1159195.814444,COMPRA E VENDA,2011
1286790,213892,RUA CARLOS DRUMMOND DE ANDRADE,128,Barra da Tijuca           ,7,TERRITORIAL,100,628.428571,1046689.558571,1046689.558571,COMPRA E VENDA,2011
1286791,213934,RUA PROJETADA 7 PAA 11002,128,Barra da Tijuca           ,4,TERRITORIAL,62.5,608.75,427499.995,704999.99,COMPRA E VENDA,2011
1286792,214429,RUA SERGIO AROUCA (MEDICO SANIT),128,Barra da Tijuca           ,3,TERRITORIAL,100,651,1038294.056666,1038294.056666,COMPRA E VENDA,2011
1286793,214528,RUA AURELIO BUARQUE DE HOLANDA(ESC,128,Barra da Tijuca           ,2,TERRITORIAL,100,600,1176051.975,1176051.975,COMPRA E VENDA,2011
1286794,221705,RUA HORUS VITAL BRAZIL,128,Barra da Tijuca           ,3,TERRITORIAL,100,3932.333333,1084828.26,1084828.26,COMPRA E VENDA,2011
1286795,223578,RUA LUIZ MARIO MIRANDA,128,Barra da Tijuca           ,3,TERRITORIAL,100,600,934735.733333,934735.733333,COMPRA E VENDA,2011
1286796,225516,RUA RUBEM BRAGA,128,Barra da Tijuca           ,4,TERRITORIAL,100,913,1460794.99,1460794.99,COMPRA E VENDA,2011
1286797,014316,ETR BOCA DO MATO,130,Vargem Pequena            ,24,TERRITORIAL,4.96,10024.666666,98880.978333,11339474.709166,COMPRA E VENDA,2011
1286798,110973,RUA JOAO MARQUES CADENGO,130,Vargem Pequena            ,17,TERRITORIAL,8.075294,10092.705882,74801.488823,2484106.811764,COMPRA E VENDA,2011
1286799,137547,RUA SALOMAO MALINA,130,Vargem Pequena            ,8,TERRITORIAL,2.70375,11358.375,41080.7,44748033.42125,COMPRA E VENDA,2011
1286800,198465,RUA ROSA ANTUNES,130,Vargem Pequena            ,3,TERRITORIAL,100,3541.333333,29903.806666,29903.806666,COMPRA E VENDA,2011
1286801,219907,RUA MANOEL SALGADO,130,Vargem Pequena            ,13,TERRITORIAL,84.591538,476.461538,139358.158461,157713.142307,COMPRA E VENDA,2011
1286802,219949,RUA MARIA DE FATIMA GOUVEA,130,Vargem Pequena            ,8,TERRITORIAL,100,507.75,33892.95625,33892.95625,COMPRA E VENDA,2011
1286803,227280,RUA ZILDA ARNS NEUMANN,130,Vargem Pequena            ,11,TERRITORIAL,90.90909,346.363636,91051.345454,107882.41909,COMPRA E VENDA,2011
1286804,009597,RUA JOSE LEITE LOPES,131,Vargem Grande             ,6,TERRITORIAL,2.148333,10000,3773.565,177114.576666,COMPRA E VENDA,2011
